"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","ANAND NANDKISHORE RATHI","SELL","2,97,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","FAHIM SULTAN ALI","BUY","2,73,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","HEMANG SHAH FAMILY TRUST","BUY","1,27,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","JAIPUR SECURITIES PRIVATE LIMITED","SELL","1,45,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","K R FAMILY TRUST","BUY","1,27,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","MANJUSHREE FINCAP PRIVATE LIMITED","BUY","1,70,000","1,975.00",
"06-AUG-2026","ANANDRATHI","Anand Rathi Wealth Ltd","NAVRATAN MAL GUPTA (HUF)","SELL","2,55,000","1,975.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","AXIS MUTUAL FUND","BUY","1,70,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","BLACKSTONE DIRECTIONAL MANAGED ACCOUNT PLATFORM MASTER FUND","BUY","6,35,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","BORDER TO COAST EMERGING MARKETS EQUITY FUND","BUY","1,70,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","BUY","1,70,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","CREDITACCESS INDIA B.V.","SELL","36,57,500","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED","BUY","4,63,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","EASTSPRING INVESTMENTS INDIA EQUITY FUND","BUY","1,82,500","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","EDELWEISS MUTUAL FUND","BUY","2,45,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED","BUY","6,41,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","HSBC MUTUAL FUND","BUY","1,70,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","ICICI PRUDENTIAL MUTUAL FUND","BUY","2,45,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","3,21,000","1,482.00",
"06-AUG-2026","CREDITACC","CreditAccess Grameen Ltd","NIPPON INDIA MUTUAL FUND","BUY","2,45,000","1,482.00",
"06-AUG-2026","INDGN","Indegene Limited","AADI FINANCIAL ADVISORS LLP","BUY","7,50,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","BAJAJ LIFE INSURANCE LIMITED","BUY","9,52,381","525.00",
"06-AUG-2026","INDGN","Indegene Limited","BPC GENESIS FUND I SPV LIMITED","SELL","1,38,62,223","525.00",
"06-AUG-2026","INDGN","Indegene Limited","BPC GENESIS FUND I-A SPV LIMITED","SELL","71,90,255","525.00",
"06-AUG-2026","INDGN","Indegene Limited","BUOYANT OPPORTUNITIES STRATEGY - II","BUY","4,80,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","BUOYANT OPPORTUNITIES STRATEGY-III","BUY","4,80,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","BUY","4,77,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED","BUY","4,77,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","67,67,239","525.00",
"06-AUG-2026","INDGN","Indegene Limited","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","6,65,048","525.00",
"06-AUG-2026","INDGN","Indegene Limited","NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL","BUY","4,80,000","525.00",
"06-AUG-2026","INDGN","Indegene Limited","QUANT MUTUAL FUND","BUY","95,23,810","525.00",
