"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"11-SEP-2026","BLACKBUCK","BLACKBUCK LIMITED","ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED","BUY","6,00,000","576.05",
"11-SEP-2026","BLACKBUCK","BLACKBUCK LIMITED","ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED","BUY","21,00,000","576.05",
"11-SEP-2026","BLACKBUCK","BLACKBUCK LIMITED","ACCEL INDIA IV (MAURITIUS) LIMITED","SELL","27,00,000","576.05",
"11-SEP-2026","GRANULES","Granules India Limited","360 ONE PIPE FUND","BUY","2,86,535","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","5,73,065","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","AMERICAN FDS DEVELOPING WORLD GROWTH AND INCOME FUND","BUY","3,20,926","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","AMERICAN FUNDS INSURANCE SERIES GLOBAL SMALL CAPITALIZATION FUND","BUY","91,594","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","BNP PARIBAS FINANCIAL MARKETS","BUY","13,18,051","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","BUOYANT OPPORTUNITIES STRATEGY-III","BUY","2,86,535","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","CAPITAL GROUP EMERGING MARKETS EQUITY COLLECTIVE TRUST US","BUY","1,27,239","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","CAPITAL GROUP EMERGING MARKETS GROWTH COLLECTIVE TRUST (US)","BUY","18,728","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","CAPITAL INTERNATIONAL EMERGING MARKETS FUND","BUY","34,085","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","CLARUS CAPITAL 1","BUY","8,59,600","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","EDELWEISS MUTUAL FUND","BUY","4,58,452","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","EMERGING MARKETS EQUITY FUND","BUY","3,12,796","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","EMERGING MARKETS GROWTH FUND INC","BUY","72,360","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","FLORIDA RETIREMENT SYSTEM","BUY","4,16,692","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","GOLDMAN SACHS BANK EUROPE SE","BUY","11,73,916","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","JAGDISH NARESH MASTER","BUY","3,00,000","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED","BUY","11,54,316","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","KRISHNA PRASAD CHIGURUPATI","SELL","1,32,95,129","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","MYRAA VARUN RAHEJA","BUY","6,87,679","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","OPTIMIX WHOLESALE GLOBAL EMERGING MARKETS SHARE TRUST","BUY","1,82,350","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","SBI LIFE INSURANCE COMPANY LIMITED","BUY","5,73,065","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","SMALLCAP WORLD FUND INC","BUY","34,74,080","872.50",
"11-SEP-2026","GRANULES","Granules India Limited","SUNDARAM MUTUAL FUND","BUY","5,73,065","872.50",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","360 ONE ASSET MANAGEMENT LIMITED","BUY","19,53,125","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","360 ONE ASSET MANAGEMENT LIMITED","BUY","54,68,750","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","360 ONE MUTUL FUND","BUY","25,73,125","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","ABU DHABI INVESTMENT AUTHORITY","BUY","21,82,500","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","DSP MUTUAL FUND","BUY","78,12,500","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","PRADEEP SINGH JAUHAR","SELL","99,95,000","128.00",
"11-SEP-2026","JAMNAAUTO","Jamna Auto Ind Ltd","RANDEEP SINGH JAUHAR","SELL","99,95,000","128.00",
"11-SEP-2026","LOTUSDEV","Sri Lotus Devlprs N Rty L","MOHAMED IRFAN MOHAMED LATIF SHAIKH","SELL","15,00,000","201.75",
"11-SEP-2026","LOTUSDEV","Sri Lotus Devlprs N Rty L","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","15,00,000","201.75",
"11-SEP-2026","NRBBEARING","NRB Bearings Limited","DT FUND","BUY","2,27,565","505.00",
"11-SEP-2026","NRBBEARING","NRB Bearings Limited","GP EMERGING MARKETS STRATEGIES LP","BUY","1,11,805","505.00",
"11-SEP-2026","NRBBEARING","NRB Bearings Limited","TRILOCHAN SINGH SAHNEY TRUST 1","SELL","5,00,000","505.00",
"11-SEP-2026","NRBBEARING","NRB Bearings Limited","UNIVERSITY OF NOTRE DAME DU LAC","BUY","1,60,630","505.00",
