"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","DSDG HOLDING APS","SELL","16,33,727","1,220.00",
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","DSP INDIA FUND INDIA LONG SHORT STRATEGY FUND WITH CASH MANAGEMENT OPTION","BUY","2,04,919","1,220.00",
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD","BUY","5,09,485","1,220.00",
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","MAHINDRA MANULIFE MUTUAL FUND","BUY","2,04,919","1,220.00",
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","SBI LIFE INSURANCE COMPANY LTD.","BUY","5,09,485","1,220.00",
"03-SEP-2026","CLEANMAX","Clean Max Enviro En Sol L","WHITEOAK CAPITAL MUTUAL FUND","BUY","2,04,919","1,220.00",
"03-SEP-2026","KRT","Knowledge Realty Trust","IIFL MANAGEMENT SERVICES LIMITED","SELL","28,31,050","109.50",
"03-SEP-2026","KRT","Knowledge Realty Trust","MEERA  GOYAL","BUY","28,31,050","109.50",
"03-SEP-2026","MEESHO","Meesho Limited","BAJAJ ALLIANZ LIFE INSURANCE COMPANY LIMITED","BUY","20,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","BAJAJ LIFE INSURANCE LIMITED","BUY","20,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","BOFA SECURITIES EUROPE SA -FPI","BUY","12,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","BOFA SECURITIES EUROPE SA -ODI","BUY","20,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","CANARA ROBECO MUTUAL FUND","BUY","7,60,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","CANARA ROBECO MUTUAL FUND","BUY","3,80,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","CANARA ROBECO MUTUAL FUND.","BUY","7,60,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","12,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","DENDANA INVESTMENTS (MAURITIUS) LIMITED","BUY","65,665","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FGTFEBPFIAM EMERGING MARKETS OPPORTUNITIES COMMINGLED POOL","BUY","9,13,300","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY CENTRAL INVESTMENTS PORTFOLIO LLC: FIDELITY EMERGING MARKETS EQUITY CENTRAL FUND","BUY","3,31,100","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY EMERGING MARKETS EQUITY MULTI - ASSET BASE FUND","BUY","80,800","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY EMERGING MARKETS OPPORTUNITIES INSTITUTIONAL TRUST","BUY","84,700","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY FUNDS-INDIA FOCUS FUND","BUY","18,56,158","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY INVESTMENT TRUST FIDELITY FIDELITY SERIES EMERGING MARKETS FUND","BUY","30,72,600","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY INVESTMENTS INTERNATIONAL A/C FIDELITY INDIA FUND","BUY","1,60,849","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS EMERGING MARKETS FUND","BUY","58,600","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS FID EMG MARKETS FUND","BUY","1,14,400","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN INDIA EQUITY SAVINGS FUND","BUY","1,69,145","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN INDIA FLEXI CAP FUND","BUY","48,32,714","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN INDIA TAXSHIELD","BUY","14,98,141","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN TEMPLETON INVESTMENT FUNDS - FRANKLIN INDIA FUND","BUY","22,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN TEMPLETON MUTUAL FUND","BUY","1,69,145","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN TEMPLETON MUTUAL FUND","BUY","14,98,142","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","FRANKLIN TEMPLETON MUTUAL FUND","BUY","48,32,713","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","GHISALLO MASTER FUND LP","BUY","22,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","GOLDMAN SACHS BANK EUROPE SE","BUY","53,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","HDFC STANDARD LIFE INSURANCE","BUY","60,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","HDFC STANDARD LIFE INSURANCE CO LTD","BUY","60,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","HSBC MUTUAL FUND","BUY","12,11,828","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","INTEGRATED CORE STRATEGIES ASIA PTE LTD","BUY","22,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","KUWAIT INVESTMENT AUTHORITY","BUY","12,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MANULIFE GLOBAL FUND INDIA EQUITY FUND","BUY","10,81,780","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MANULIFE PACIFIC ASIA EQUITY FUND","BUY","27,73,147","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MANULIFE PROVIDENT FUNDS UNIT TRUST SERIES - MANULIFE INDIA EQUITY FUND","BUY","64,907","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MANULIFE SINGAPORE PTE LTD","BUY","11,13,810","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MORGAN STANLEY ASIA SINGAPORE PTE -ODI","BUY","33,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MOTILAL OSWAL LARGE AND MIDCAP FUND","BUY","34,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","MOTILAL OSWAL MULTI CAP FUND","BUY","8,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL","BUY","12,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","SOCIAL PROTECTION FUND","BUY","2,16,356","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","SOCIETE GENERALE - ODI","BUY","80,00,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","SUSQUEHANNA PACIFIC PTY LTD","BUY","12,50,000","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","SVF II MEERKAT (DE) LLC","SELL","3,53,17,328","206.30",
"03-SEP-2026","MEESHO","Meesho Limited","SVF II MEERKAT (DE) LLC","SELL","4,46,82,672","206.30",
