"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"14-JUL-2026","BIOCON","Biocon Limited","360 ONE MUTUAL FUND","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","ADITYA BIRLA SUNLIFE MUTUAL FUND","BUY","12,50,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","AXIS MAX LIFE INSURANCE LIMITED","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","AXIS MUTUAL FUND","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","BAJAJ LIFE INSURANCE LIMITED","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","BNP PARIBAS ARBITRAGE","BUY","7,50,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED","BUY","7,50,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","EDELWEISS MUTUAL FUND","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","FRANKLIN TEMPLETON MUTUAL FUND","BUY","9,37,500","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","GHISALLO MASTER FUND LP","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","GOLDMAN SACHS BANK EUROPE SE","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","HDFC MUTUAL FUND","BUY","58,29,005","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","ICICI PRUDENTIAL LIFE INSURANCECOMPANY LTD.","BUY","12,50,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","1,84,37,500","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","KOTAK MAHINDRA MUTUAL FUND","BUY","58,29,004","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","MIRAE ASSET MUTUAL FUND","BUY","9,37,500","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","MOTILAL OSWAL MUTUAL FUND","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","MYLAN INC.","SELL","4,59,83,509","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","NRSGVCC","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","SANATAN FINANCIAL ADVISORY SERVICES PRIVATE LIMITED","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","SBI MUTUAL FUND","BUY","18,75,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","TATA MUTUAL FUND","BUY","6,26,000","400.00",
"14-JUL-2026","BIOCON","Biocon Limited","UTI MUTUAL FUND","BUY","6,26,000","400.00",
