"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"28-AUG-2026","ATHERENERG","Ather Energy Limited","GOVERNMENT OF SINGAPORE","SELL","1,18,80,000","1,480.00",
"28-AUG-2026","ATHERENERG","Ather Energy Limited","HERO MOTOCORP LIMITED","BUY","1,18,80,000","1,480.00",
"28-AUG-2026","GENUSPOWER","Genus Power Infrastru Ltd","AART CORPORATE ADVISORS PRIVATE LIMITED","BUY","13,86,750","324.50",
"28-AUG-2026","GENUSPOWER","Genus Power Infrastru Ltd","CHISWICK INVESTMENT PTE LTD","SELL","35,78,450","324.50",
"28-AUG-2026","GENUSPOWER","Genus Power Infrastru Ltd","HSBC MUTUAL FUND","BUY","21,91,700","324.50",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ALPHA WAVE VENTURES","SELL","45,21,048","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ALPHA WAVE VENTURES II LP","SELL","98,38,209","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ALPHA WAVE VENTURES II LP","SELL","1,04,19,555","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ALPHA WAVE VENTURES LP","SELL","46,93,858","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","BAJAJ LIFE INSURANCE LIMITED","BUY","7,93,650","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","BOFA SECURITIES EUROPE SA","BUY","6,06,642","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","4,01,901","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","EDELWEISS MUTUAL FUND","BUY","7,93,185","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","GHISALLO MASTER FUND LP","BUY","4,01,900","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","GOLDMAN SACHS BANK EUROPE SE","BUY","9,85,791","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","HDFC STANDARD LIFE INSURANCE COMPANY LTD","BUY","12,69,838","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED","BUY","14,28,569","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","ICICI PRUDENTIAL MUTUAL FUND","BUY","60,31,747","630.00",
"28-AUG-2026","LENSKART","Lenskart Solutions Ltd","INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.","BUY","7,58,301","630.00",
