"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","6,50,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","ALPHA ALTERNATIVES EQUITY ABSOLUTE RETURN FUND","BUY","4,48,717","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","ASHOKA WHITEOAK ICAV-ASHOKA WHITEOAK EMERGING MARKETS EQUITY FUND","BUY","5,61,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","BUY","4,01,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","DOCON TECHNOLOGIES PRIVATE LIMITED","SELL","1,31,68,657","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","DSP MUTUAL FUND","BUY","13,21,363","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","HBM HEALTHCARE INVESTMENTS (CAYMAN) LTD","BUY","7,61,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","HSBC MUTUAL FUND","BUY","29,99,731","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","ICICI PRUDENTIAL MUTUAL FUND","BUY","8,01,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","ITI MUTUAL FUND","BUY","4,01,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED","BUY","24,00,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","KUWAIT INVESTMENT AUTHORITY","BUY","4,01,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","4,56,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","4,44,846","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","TATA AIA LIFE INSURANCE COMPANY LIMITED","BUY","4,81,000","624.00",
"13-AUG-2026","THYROCARE","Thyrocare Tech Ltd","WHITEOAK CAPITAL MUTUAL FUND","BUY","6,41,000","624.00",
"13-AUG-2026","URBANCO","Urban Company Limited","ACCEL INDIA IV (MAURITIUS) LIMITED","SELL","2,00,00,000","136.00",
"13-AUG-2026","URBANCO","Urban Company Limited","SBI MUTUAL FUND","BUY","3,15,00,022","136.00",
"13-AUG-2026","URBANCO","Urban Company Limited","VY EM2 LIMITED","SELL","18,68,585","136.00",
"13-AUG-2026","URBANCO","Urban Company Limited","VYC11 LIMITED","SELL","96,31,437","136.00",
