"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"26-DEC-2025","20MICRONS","20 Microns Limited","DHARMIK VITHTHALBHAI KAPURIYA","SELL","2,74,649","225.19","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","DHARMIK VITHTHALBHAI KAPURIYA","BUY","2,79,054","224.97","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","IRAGE BROKING SERVICES LLP","SELL","2,43,451","227.61","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","IRAGE BROKING SERVICES LLP","BUY","2,95,439","227.81","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","7,79,427","228.37","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","7,79,427","227.93","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","PACE STOCK BROKING SERVICES PVT LTD","BUY","2,63,313","225.71","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","PACE STOCK BROKING SERVICES PVT LTD","SELL","2,63,313","225.95","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","SELL","5,12,564","224.82","-"
"26-DEC-2025","20MICRONS","20 Microns Limited","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","5,12,564","224.74","-"
"26-DEC-2025","BIKEWO","Bikewo Green Tech Limited","BASAN EQUITY BROKING LIMITED","BUY","80,000","21.69","-"
"26-DEC-2025","CUBEXTUB","Cubex Tubings Ltd","SWARNIM AVENUES PRIVATE LIMITED","SELL","2,50,000","106.03","-"
"26-DEC-2025","CURIS","Curis Lifesciences Ltd","SS CORPORATE SECURITIES LIMITED","BUY","61,000","116.54","-"
"26-DEC-2025","DAVANGERE","Davangere Sugar Company L","ARIHANT CAPITAL MARKETS LIMITED","SELL","1,15,59,446","3.52","-"
"26-DEC-2025","DAVANGERE","Davangere Sugar Company L","ARIHANT CAPITAL MARKETS LIMITED","BUY","3,80,33,116","3.46","-"
"26-DEC-2025","DAVANGERE","Davangere Sugar Company L","IRAGE BROKING SERVICES LLP","BUY","1,65,707","3.55","-"
"26-DEC-2025","DAVANGERE","Davangere Sugar Company L","IRAGE BROKING SERVICES LLP","SELL","1,06,42,314","3.46","-"
"26-DEC-2025","FILATFASH","Filatex Fashions Limited","PRABHAT  SETHIA","SELL","6,55,57,103","0.36","-"
"26-DEC-2025","KRISHFL-RE","Krishival Foods Limited","INDIA SME GROWTH FUND-SERIES 2","BUY","24,166","33.55","-"
"26-DEC-2025","KRISHFL-RE","Krishival Foods Limited","VIJAYABAI CHANDRAKANTRAO MANKOSKAR","SELL","35,000","34.45","-"
"26-DEC-2025","MACOBSTECH","Macobs Technologies Ltd","ACME CAPITAL MARKET LIMITED","SELL","58,400","210.32","-"
"26-DEC-2025","MACOBSTECH","Macobs Technologies Ltd","ACME CAPITAL MARKET LIMITED","BUY","1,00,800","209.99","-"
"26-DEC-2025","MACOBSTECH","Macobs Technologies Ltd","ACME CORPORATE ADVISORS PRIVATE LIMITED","BUY","60,000","209.67","-"
"26-DEC-2025","MACOBSTECH","Macobs Technologies Ltd","RAMAN  TALWAR","SELL","99,200","210.00","-"
"26-DEC-2025","MARC","Marc Technocrats Limited","CAPACIOUS WEALTH MANAGEMENT LLP","BUY","3,28,800","67.20","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","CLT RESEARCH TECH PRIVATE LTD","SELL","3,93,146","410.91","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","CLT RESEARCH TECH PRIVATE LTD","BUY","3,93,146","410.67","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","3,94,594","408.43","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","3,98,703","407.50","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","GRT STRATEGIC VENTURES LLP","SELL","4,66,205","410.55","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","GRT STRATEGIC VENTURES LLP","BUY","4,66,205","410.35","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","IRAGE BROKING SERVICES LLP","SELL","4,91,042","409.68","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","IRAGE BROKING SERVICES LLP","BUY","5,76,798","409.24","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","SELL","5,50,981","410.45","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","5,50,981","409.84","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","4,79,206","409.98","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","4,79,639","409.49","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","MUSIGMA SECURITIES","SELL","9,48,432","409.31","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","MUSIGMA SECURITIES","BUY","9,48,432","409.15","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","8,95,742","408.59","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","8,95,742","408.84","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","PACE STOCK BROKING SERVICES PVT LTD","BUY","4,49,092","408.26","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","PACE STOCK BROKING SERVICES PVT LTD","SELL","4,49,092","408.67","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","PUMA SECURITIES","SELL","4,86,777","410.80","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","PUMA SECURITIES","BUY","4,86,777","410.55","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","3,78,742","406.47","-"
"26-DEC-2025","PANACEABIO","Panacea Biotec Ltd.","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","SELL","3,78,742","406.91","-"
"26-DEC-2025","QUADFUTURE","Quadrant Future Tek Ltd","HRTI PRIVATE LIMITED","BUY","2,15,281","344.79","-"
"26-DEC-2025","QUADFUTURE","Quadrant Future Tek Ltd","HRTI PRIVATE LIMITED","SELL","2,16,407","345.10","-"
"26-DEC-2025","QUADFUTURE","Quadrant Future Tek Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,14,593","344.28","-"
"26-DEC-2025","QUADFUTURE","Quadrant Future Tek Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,14,593","344.13","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","HRTI PRIVATE LIMITED","SELL","25,94,057","135.50","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","HRTI PRIVATE LIMITED","BUY","27,60,461","136.23","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","17,78,727","136.33","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","17,80,956","136.24","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","MATHISYS ADVISORS LLP","BUY","19,76,739","136.20","-"
"26-DEC-2025","RICOAUTO","Rico Auto Industries Ltd","MATHISYS ADVISORS LLP","SELL","19,94,591","135.83","-"
