"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"26-DEC-2024","AARTIPHARM","Aarti Pharmalabs Limited","ABAKKUS ASSET MANAGER PRIVATE LIMITED","BUY","5,21,161","575.00","-"
"26-DEC-2024","AARTIPHARM","Aarti Pharmalabs Limited","ABAKKUS ASSET MANAGER PRIVATE LIMITED","BUY","5,48,811","575.08","-"
"26-DEC-2024","AARTIPHARM","Aarti Pharmalabs Limited","ORCHID FAMILY TRUST","SELL","4,97,750","575.00","-"
"26-DEC-2024","AARTIPHARM","Aarti Pharmalabs Limited","TULIP FAMILY TRUST","SELL","5,02,250","575.00","-"
"26-DEC-2024","ALPHAGEO","Alphageo (India) Limited","ANKITA VISHAL SHAH","SELL","44,594","504.48","-"
"26-DEC-2024","ALPHAGEO","Alphageo (India) Limited","ANKITA VISHAL SHAH","BUY","44,594","492.84","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,34,974","7,603.13","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,34,974","7,601.95","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","HRTI PRIVATE LIMITED","SELL","1,82,530","7,569.00","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","HRTI PRIVATE LIMITED","BUY","1,96,043","7,629.84","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,77,965","7,641.77","-"
"26-DEC-2024","AMBER","Amber Enterprises (I) Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,77,965","7,645.39","-"
"26-DEC-2024","ANNAPURNA","Annapurna Swadisht Ltd","SANTOSH INDUSTRIES LTD","SELL","1,25,250","339.95","-"
"26-DEC-2024","ATALREAL","Atal Realtech Limited","SAURABH  JAIN","BUY","13,00,000","12.11","-"
"26-DEC-2024","ATALREAL","Atal Realtech Limited","VISHAL MAHESH WAGHELA","SELL","7,92,874","12.15","-"
"26-DEC-2024","ATALREAL","Atal Realtech Limited","YELLOWSTONE VENTURES LLP","BUY","9,880","12.12","-"
"26-DEC-2024","ATALREAL","Atal Realtech Limited","YELLOWSTONE VENTURES LLP","SELL","12,09,880","12.15","-"
"26-DEC-2024","DANGEE","Dangee Dums Limited","JOLLY ANKIT SHAH","SELL","8,67,605","8.95","-"
"26-DEC-2024","DANGEE","Dangee Dums Limited","JOLLY ANKIT SHAH","BUY","8,67,928","8.90","-"
"26-DEC-2024","DEVIT","Dev Info Technology Ltd","AMIT RANCHHODLAL CHOKSHI","BUY","1,57,948","175.52","-"
"26-DEC-2024","EIEL","Enviro Infra Engineers L","AAKRAYA RESEARCH LLP","SELL","25,23,192","334.36","-"
"26-DEC-2024","EIEL","Enviro Infra Engineers L","AAKRAYA RESEARCH LLP","BUY","25,23,192","334.23","-"
"26-DEC-2024","EIEL","Enviro Infra Engineers L","HRTI PRIVATE LIMITED","BUY","15,65,116","334.81","-"
"26-DEC-2024","EIEL","Enviro Infra Engineers L","HRTI PRIVATE LIMITED","SELL","15,74,325","331.82","-"
"26-DEC-2024","EPACK","EPACK Durable Limited","INDIA ADVANTAGE FUND S4-I","SELL","5,61,000","500.12","-"
"26-DEC-2024","GALAPREC","Gala Precision Eng Ltd","HRTI PRIVATE LIMITED","SELL","64,201","1,259.09","-"
"26-DEC-2024","GALAPREC","Gala Precision Eng Ltd","HRTI PRIVATE LIMITED","BUY","64,388","1,261.91","-"
"26-DEC-2024","GANESHIN","Ganesh Infraworld Limited","DEVI TRADERS LLP","SELL","5,32,800","159.72","-"
"26-DEC-2024","GANESHIN","Ganesh Infraworld Limited","DEVI TRADERS LLP","BUY","5,42,400","159.94","-"
"26-DEC-2024","GARUDA","Garuda Construct N Eng L","HRTI PRIVATE LIMITED","BUY","12,12,958","122.51","-"
"26-DEC-2024","GARUDA","Garuda Construct N Eng L","HRTI PRIVATE LIMITED","SELL","12,19,144","121.67","-"
"26-DEC-2024","GREAVESCOT","Greaves Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","16,41,068","240.41","-"
"26-DEC-2024","GREAVESCOT","Greaves Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","16,41,068","240.16","-"
"26-DEC-2024","IDENTICAL","Identical Brains Studio L","ISHAAN TRADEFIN LLP","BUY","74,000","93.75","-"
"26-DEC-2024","IDENTICAL","Identical Brains Studio L","KRISHAN KUMAR GUPTA","BUY","84,000","92.08","-"
"26-DEC-2024","IDENTICAL","Identical Brains Studio L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","2,00,000","95.00","-"
"26-DEC-2024","IDENTICAL","Identical Brains Studio L","RIKHAV SECURITIES LIMITED","SELL","1,72,000","97.82","-"
"26-DEC-2024","IDENTICAL","Identical Brains Studio L","SETU SECURITIES PVT LTD","BUY","78,000","91.17","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","AAKRAYA RESEARCH LLP","BUY","11,17,396","1,019.20","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","AAKRAYA RESEARCH LLP","SELL","11,17,396","1,019.65","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","9,81,695","1,021.50","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","9,81,695","1,021.97","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","GRAVITON RESEARCH CAPITAL LLP","SELL","15,59,839","1,013.10","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","GRAVITON RESEARCH CAPITAL LLP","BUY","15,59,839","1,012.68","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","HRTI PRIVATE LIMITED","SELL","10,56,436","1,021.01","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","HRTI PRIVATE LIMITED","BUY","12,21,920","1,018.28","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","9,68,352","1,025.18","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","9,68,352","1,025.61","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","QE SECURITIES LLP","BUY","7,92,335","1,018.77","-"
"26-DEC-2024","INTELLECT","Intellect Design Arena","QE SECURITIES LLP","SELL","8,00,941","1,020.06","-"
"26-DEC-2024","JISLDVREQS","Jain DVR Equity Shares","JYOTI PRAKASH DEVJANI","BUY","1,00,000","36.91","-"
"26-DEC-2024","KANDARP","Kandarp Dg Smart Bpo Ltd","RASHMI RATILAL MEHTA","BUY","72,000","45.10","-"
"26-DEC-2024","KANDARP","Kandarp Dg Smart Bpo Ltd","RELIABLE DATA SERVICES LIMITED","SELL","2,00,000","45.10","-"
"26-DEC-2024","KOHINOOR","Kohinoor Foods Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,01,013","51.84","-"
"26-DEC-2024","KOHINOOR","Kohinoor Foods Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,01,013","51.92","-"
"26-DEC-2024","KOHINOOR","Kohinoor Foods Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","BUY","10,181","54.58","-"
"26-DEC-2024","KOHINOOR","Kohinoor Foods Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","SELL","2,10,181","52.44","-"
"26-DEC-2024","LOVABLE","Lovable Lingerie Ltd","ARCH FINANCE LIMITED","SELL","93,900","129.90","-"
